"consulta","cliques","impressoes","ctr","posicao"
"estacionamento plenty park","0","70","0.00","7.46"
"estacionamento ponce park","0","103","0.00","12.38"
"estacionamento ponce park guarulhos","0","9","0.00","9.44"
"estacionamento por perto","0","12","0.00","15.92"
"estacionamento portal","0","25","0.00","11.32"
"estacionamento portal aeroporto florianópolis","0","4","0.00","6.00"
"estacionamento portal do mel","0","2","0.00","45.00"
"estacionamento portal florianopolis","0","1","0.00","7.00"
"estacionamento portal florianópolis","0","19","0.00","7.11"
"estacionamento porto","0","1","0.00","62.00"
"estacionamento porto canaveral","0","1","0.00","1.00"
"estacionamento porto de santos","0","12","0.00","1.00"
"estacionamento porto do recife","0","10","0.00","77.70"
"estacionamento porto santos","0","1","0.00","1.00"
"estacionamento portuguesa tiete","0","11","0.00","13.00"
"estacionamento posto sakamoto","0","1","0.00","2.00"
"estacionamento premium","0","26","0.00","7.08"
"estacionamento premium aeroporto curitiba","0","123","0.00","9.75"
"estacionamento premium b guarulhos","0","7","0.00","1.00"
"estacionamento premium confins","0","17","0.00","10.12"
"estacionamento premium park afonso pena","0","8","0.00","9.25"
"estacionamento premium terminal 2 guarulhos","0","7","0.00","1.57"
"estacionamento premium terminal 3 guarulhos","0","2","0.00","1.00"
"estacionamento prime","0","189","0.00","9.32"
"estacionamento privado","0","1","0.00","1.00"
"estacionamento privado perto de mim","0","1","0.00","11.00"
"estacionamento procimo","0","2","0.00","11.50"
"estacionamento proximo","0","677","0.00","12.15"
"estacionamento proximo a confins","0","28","0.00","17.75"
"estacionamento proximo a congonhas com transfer","0","7","0.00","6.71"
"estacionamento proximo a guarulhos aeroporto","0","1","0.00","10.00"
"estacionamento proximo a mim","0","23","0.00","8.61"
"estacionamento proximo a rodoviaria do tiete","0","44","0.00","9.50"
"estacionamento proximo a viracopos campinas","0","7","0.00","5.29"
"estacionamento proximo aeroporto curitiba","0","89","0.00","21.35"
"estacionamento proximo aeroporto goiania","0","1","0.00","12.00"
"estacionamento proximo aeroporto gru","0","24","0.00","54.50"
"estacionamento proximo aeroporto guarulhos barato","0","61","0.00","31.77"
"estacionamento proximo aeroporto porto alegre","0","21","0.00","37.90"
"estacionamento proximo aeroporto vitoria","0","3","0.00","6.33"
"estacionamento proximo allianz parque","0","1","0.00","1.00"
"estacionamento proximo ao aeroporto de confins","0","62","0.00","26.21"
"estacionamento proximo ao aeroporto de confins mg","0","15","0.00","1.13"
"estacionamento proximo ao aeroporto de congonhas com traslado","0","1","0.00","4.00"
"estacionamento proximo ao aeroporto de guarulhos","0","66","0.00","36.80"
"estacionamento proximo ao aeroporto florianópolis","0","8","0.00","13.50"
"estacionamento proximo ao aeroporto galeão","0","2","0.00","22.00"
"estacionamento proximo ao aeroporto viracopos campinas","0","4","0.00","3.75"
"estacionamento proximo catedral da se","0","1","0.00","2.00"
"estacionamento proximo confins","0","7","0.00","11.71"
"estacionamento proximo congonhas","0","131","0.00","32.93"
"estacionamento proximo de congonhas","0","9","0.00","23.33"
"estacionamento proximo de mim","0","5","0.00","9.00"
"estacionamento proximo do aeroporto de congonhas","0","107","0.00","33.14"
"estacionamento proximo do aeroporto de guarulhos","0","162","0.00","61.39"
"estacionamento proximo gru","0","7","0.00","47.14"
"estacionamento proximo guarulhos","0","28","0.00","50.64"
"estacionamento proximo metro butanta","0","1","0.00","4.00"
"estacionamento proximo santos dumont","0","6","0.00","12.33"
"estacionamento proximo terminal tiete","0","1","0.00","17.00"
"estacionamento proximos","0","5","0.00","8.00"
"estacionamento proximos a mim","0","2","0.00","6.00"
"estacionamento próximo","0","330","0.00","16.76"
"estacionamento próximo a","0","2","0.00","12.50"
"estacionamento próximo a guarulhos","0","15","0.00","41.60"
"estacionamento próximo a mim","0","54","0.00","9.87"
"estacionamento próximo a mim dentro de 400 m","0","5","0.00","12.60"
"estacionamento próximo a mim dentro de 800 m","0","11","0.00","11.55"
"estacionamento próximo a minha localização","0","1","0.00","12.00"
"estacionamento próximo a ponte da amizade","0","1","0.00","2.00"
"estacionamento próximo a rodoviária de curitiba","0","1","0.00","2.00"
"estacionamento próximo aeroporto confins","0","14","0.00","19.14"
"estacionamento próximo aeroporto cuiabá","0","17","0.00","12.29"
"estacionamento próximo aeroporto de brasília","0","6","0.00","13.67"
"estacionamento próximo aeroporto de confins","0","85","0.00","31.82"
"estacionamento próximo aeroporto de curitiba","0","35","0.00","9.26"
"estacionamento próximo aeroporto de goiânia","0","4","0.00","11.75"
"estacionamento próximo aeroporto florianópolis","0","1","0.00","2.00"
"estacionamento próximo aeroporto guarulhos","0","847","0.00","52.49"
"estacionamento próximo aeroporto porto alegre","0","1","0.00","57.00"
"estacionamento próximo aeroporto salgado filho","0","19","0.00","25.42"
"estacionamento próximo aeroporto salvador","0","3","0.00","5.00"
"estacionamento próximo ao","0","22","0.00","8.09"
"estacionamento próximo ao aeroporto de confins","0","95","0.00","22.20"
"estacionamento próximo ao aeroporto de florianópolis","0","4","0.00","2.25"
"estacionamento próximo ao aeroporto de guarulhos com traslado","0","28","0.00","33.36"
"estacionamento próximo ao aeroporto de londrina","0","5","0.00","12.40"
"estacionamento próximo ao aeroporto de são josé do rio preto","0","2","0.00","2.00"
"estacionamento próximo ao aeroporto de uberlândia","0","1","0.00","3.00"
"estacionamento próximo ao aeroporto de viracopos campinas","0","34","0.00","6.91"
"estacionamento próximo ao aeroporto de vitória","0","3","0.00","6.00"
"estacionamento próximo ao aeroporto de vitória es","0","1","0.00","11.00"
"estacionamento próximo ao aeroporto de várzea grande","0","5","0.00","10.00"
"estacionamento próximo ao aeroporto guarulhos","0","500","0.00","44.67"
"estacionamento próximo ao aeroporto santos dumont rj","0","2","0.00","12.00"
"estacionamento próximo ao expominas","0","1","0.00","1.00"
"estacionamento próximo ao galeão","0","3","0.00","10.33"
"estacionamento próximo ao galeão rj","0","17","0.00","22.94"
"estacionamento próximo ao metrô butantã 24 horas","0","12","0.00","1.83"
"estacionamento próximo ao meu local","0","2","0.00","12.00"
"estacionamento próximo ao sambódromo anhembi","0","1","0.00","1.00"
"estacionamento próximo ao santos dumont","0","1","0.00","12.00"
"estacionamento próximo ao terminal tietê","0","7","0.00","6.29"
"estacionamento próximo congonhas","0","46","0.00","26.93"
"estacionamento próximo da minha localização","0","1","0.00","10.00"
"estacionamento próximo de mim","0","13","0.00","20.46"
"estacionamento próximo do aeroporto","0","24","0.00","38.13"
"estacionamento próximo do aeroporto de guarulhos","0","564","0.00","46.34"
"estacionamento próximo do porto de santos","0","1","0.00","1.00"
"estacionamento publico perto de mim","0","1","0.00","12.00"
"estacionamento puc campinas","0","1","0.00","3.00"
"estacionamento puerto iguazú aeroporto","0","1","0.00","4.00"
"estacionamento qualistage preço","0","1","0.00","1.00"
"estacionamento recife antigo","0","35","0.00","68.37"
"estacionamento rede park","0","2","0.00","48.00"
"estacionamento redpark aeroporto de lisboa","0","5","0.00","8.20"
"estacionamento remoto confins","0","4","0.00","1.50"
"estacionamento reserva cultural","0","2","0.00","75.50"
"estacionamento ribeirão preto","0","1","0.00","1.00"
"estacionamento ribeirão preto 24 horas","0","2","0.00","8.00"
"estacionamento ribeirão preto aeroporto","0","2","0.00","3.00"
"estacionamento rio de janeiro","0","68","0.00","13.82"
"estacionamento rio de janeiro centro","0","3","0.00","59.00"
"estacionamento rio galeao","0","106","0.00","20.24"
"estacionamento rio galeão","0","14","0.00","17.07"
"estacionamento rio park","0","8","0.00","63.75"
"estacionamento rio preto aeroporto","0","2","0.00","21.00"
"estacionamento riogaleão","0","25","0.00","37.40"
"estacionamento rodoviaria","0","1","0.00","1.00"
"estacionamento rodoviaria barra funda","0","1","0.00","2.00"
"estacionamento rodoviaria campinas","0","9","0.00","41.11"
"estacionamento rodoviaria curitiba","0","2","0.00","2.50"
"estacionamento rodoviaria de campinas","0","7","0.00","60.86"
"estacionamento rodoviaria de curitiba","0","1","0.00","3.00"
"estacionamento rodoviaria do tiete","0","95","0.00","9.93"
"estacionamento rodoviaria londrina","0","3","0.00","30.33"
"estacionamento rodoviaria tiete valor","0","56","0.00","9.59"
"estacionamento rodoviária curitiba","0","2","0.00","8.00"
"estacionamento rodoviária curitiba valor","0","1","0.00","1.00"
"estacionamento rodoviária de campinas","0","3","0.00","54.67"
"estacionamento rodoviária de curitiba","0","10","0.00","3.10"
"estacionamento rodoviária do tietê","0","161","0.00","9.35"
"estacionamento rodoviária tietê são paulo","0","5","0.00","10.60"
"estacionamento rotativo em guarulhos","0","2","0.00","1.50"
"estacionamento rotativo navegantes","0","2","0.00","1.00"
"estacionamento rua jose paulino","0","18","0.00","1.28"
"estacionamento rua jose paulino bom retiro","0","3","0.00","1.67"
"estacionamento rua riachuelo","0","1","0.00","5.00"
"estacionamento rua são caetano brás","0","1","0.00","1.00"
"estacionamento sacavem","0","1","0.00","5.00"
"estacionamento sakamoto guarulhos","0","5","0.00","33.20"
"estacionamento salgado filho aeroporto","0","1","0.00","14.00"
"estacionamento salgado filho porto alegre","0","6","0.00","8.67"
"estacionamento salvador aeroporto","0","4","0.00","7.25"
"estacionamento santa genoveva","0","4","0.00","11.25"
"estacionamento santo amaro","0","1","0.00","1.00"
"estacionamento santos dumond","0","31","0.00","12.61"
"estacionamento santos dumont diaria","0","9","0.00","8.11"
"estacionamento santos dumont preço","0","53","0.00","58.04"
"estacionamento santos dumont telefone","0","3","0.00","19.00"
"estacionamento santos dumont valor diária","0","5","0.00","3.60"
"estacionamento sao jose do rio pardo","0","12","0.00","75.75"
"estacionamento sao jose dos pinhais","0","73","0.00","8.56"
"estacionamento sao jose dos pinhais aeroporto","0","15","0.00","11.13"
"estacionamento senai park","0","1","0.00","30.00"
"estacionamento serviço de valet vila parking","0","7","0.00","95.57"
"estacionamento serviço de valet vila parking contacto","0","1","0.00","92.00"
"estacionamento servparking","0","2","0.00","9.00"
"estacionamento sesc guarulhos","0","2","0.00","3.00"
"estacionamento shopping d valor","0","1","0.00","1.00"
"estacionamento shopping estação curitiba","0","1","0.00","1.00"
"estacionamento shopping guarulhos","0","1","0.00","3.00"
"estacionamento shopping internacional","0","2","0.00","11.00"
"estacionamento shopping internacional guarulhos","0","2","0.00","2.00"
"estacionamento shopping itaquera","0","1","0.00","1.00"
"estacionamento shopping metropole","0","1","0.00","1.00"
"estacionamento shopping tiete plaza","0","1","0.00","3.00"
"estacionamento sinai park","0","1","0.00","51.00"
"estacionamento space park","0","13","0.00","9.08"
"estacionamento space park confins","0","190","0.00","17.16"
"estacionamento standard terminal 2 guarulhos","0","3","0.00","2.67"
"estacionamento star park","0","2","0.00","73.50"
"estacionamento star park confins","0","1","0.00","3.00"
"estacionamento stop car","0","1","0.00","1.00"
"estacionamento stop park guarulhos","0","126","0.00","8.79"
"estacionamento super park","0","7","0.00","13.43"
"estacionamento super park confins","0","14","0.00","25.64"
"estacionamento são josé dos campos","0","1","0.00","62.00"
"estacionamento são josé dos pinhais","0","2","0.00","1.00"
"estacionamento são paulo","0","7","0.00","9.86"
"estacionamento t3 guarulhos","0","7","0.00","4.86"
"estacionamento tarobá aeroporto foz","0","1","0.00","3.00"
"estacionamento teca standard aeroporto de guarulhos","0","33","0.00","32.00"
"estacionamento teresina","0","2","0.00","10.00"
"estacionamento terminal","0","12","0.00","66.83"
"estacionamento terminal 1","0","5","0.00","16.00"
"estacionamento terminal 1 aeroporto de guarulhos","0","1","0.00","1.00"
"estacionamento terminal 1 galeão","0","11","0.00","38.55"
"estacionamento terminal 1 guarulhos","0","93","0.00","42.89"
"estacionamento terminal 1 guarulhos preço","0","57","0.00","25.26"
"estacionamento terminal 2","0","17","0.00","30.59"
"estacionamento terminal 2 aeroporto de guarulhos","0","9","0.00","17.11"
"estacionamento terminal 2 aeroporto guarulhos","0","33","0.00","12.55"
"estacionamento terminal 2 aeroporto lisboa","0","7","0.00","51.43"
"estacionamento terminal 2 galeão","0","25","0.00","48.44"
"estacionamento terminal 2 gru","0","10","0.00","21.10"
"estacionamento terminal 2 guarulhos","0","238","0.00","14.92"
"estacionamento terminal 2 guarulhos preço","0","91","0.00","49.63"
"estacionamento terminal 3","0","49","0.00","61.51"
"estacionamento terminal 3 aeroporto de guarulhos","0","18","0.00","55.39"
"estacionamento terminal 3 aeroporto guarulhos","0","16","0.00","63.44"
"estacionamento terminal 3 gru","0","20","0.00","38.35"
"estacionamento terminal 3 guarulhos","0","300","0.00","45.06"
"estacionamento terminal 3 guarulhos preço","0","589","0.00","31.25"
"estacionamento terminal 3 guarulhos reserva","0","115","0.00","52.50"
"estacionamento terminal 3 guarulhos valor","0","3","0.00","1.00"
"estacionamento terminal 4 guarulhos","0","124","0.00","61.21"
"estacionamento terminal barra funda 24 horas","0","2","0.00","1.00"
"estacionamento terminal de cruzeiros de lisboa","0","1","0.00","1.00"
"estacionamento terminal rodoviario tiete","0","134","0.00","11.12"
"estacionamento tersa","0","1","0.00","1.00"
"estacionamento the parking congonhas","0","5","0.00","10.00"
"estacionamento tiete diaria","0","2","0.00","1.00"
"estacionamento tiete plaza","0","6","0.00","25.00"
"estacionamento tiete voluntarios da patria","0","8","0.00","7.38"
"estacionamento tietê","0","493","0.00","12.79"
"estacionamento tietê - rua voluntários da pátria 344 - santana","0","1","0.00","21.00"
"estacionamento tietê plaza shopping","0","1","0.00","3.00"
"estacionamento tietê plaza valor","0","2","0.00","3.00"
"estacionamento tietê rua voluntários da pátria, 344 santana","0","1","0.00","11.00"
"estacionamento tivoli","0","1","0.00","43.00"
"estacionamento top shopping","0","1","0.00","1.00"
"estacionamento total park","0","3","0.00","74.33"
"estacionamento uber aeroporto guarulhos","0","26","0.00","16.35"
"estacionamento uber viracopos","0","1","0.00","5.00"
"estacionamento uberlândia aeroporto","0","4","0.00","2.00"
"estacionamento unipare tiete","0","1","0.00","12.00"
"estacionamento unipraias valor","0","1","0.00","1.00"
"estacionamento urban park","0","235","0.00","13.08"
"estacionamento valet","0","6","0.00","59.83"
"estacionamento valor","0","1","0.00","1.00"
"estacionamento vcp barato","0","15","0.00","5.27"
"estacionamento vcp preço","0","42","0.00","11.57"
"estacionamento velox park","0","4","0.00","61.25"
"estacionamento vespasiano","0","2","0.00","4.50"
"estacionamento via park","0","2","0.00","10.00"
"estacionamento via parque","0","2","0.00","1.00"
"estacionamento via portão","0","1","0.00","35.00"
"estacionamento viaje park","0","5","0.00","6.80"
"estacionamento viaje park guarulhos","0","88","0.00","8.33"
"estacionamento viajepark","0","170","0.00","16.40"
"estacionamento vibra sao paulo","0","1","0.00","1.00"
"estacionamento vinci park","0","17","0.00","89.06"
"estacionamento vip","0","2","0.00","9.50"
"estacionamento vip aeroporto florianópolis","0","1","0.00","2.00"
"estacionamento vip aeroporto guarulhos","0","10","0.00","1.00"
"estacionamento vira park campinas","0","25","0.00","8.08"
"estacionamento viracopoa","0","3","0.00","1.00"
"estacionamento viracopos aeroparking","0","32","0.00","10.38"
"estacionamento viracopos azul diamante","0","8","0.00","11.13"
"estacionamento viracopos azul preço","0","10","0.00","10.10"
"estacionamento viracopos bandeira park","0","71","0.00","9.83"
"estacionamento viracopos bolsao f","0","3","0.00","13.00"
"estacionamento viracopos campinas preço diária 2026","0","2","0.00","8.00"
"estacionamento viracopos diária preço 2026","0","7","0.00","8.14"
"estacionamento viracopos economico","0","1","0.00","10.00"
"estacionamento viracopos edificio garagem","0","13","0.00","9.92"
"estacionamento viracopos garage inn","0","57","0.00","5.12"
"estacionamento viracopos park com diárias à partir de r$10,00 e translado imediato e gratuito","0","63","0.00","1.84"
"estacionamento viracopos preço 2026","0","6","0.00","6.50"
"estacionamento viracopos valor diaria","0","3","0.00","4.67"
"estacionamento viracopos valores","0","1","0.00","12.00"
"estacionamento virapark azul","0","5","0.00","14.00"
"estacionamento virapark em campinas","0","18","0.00","5.94"
"estacionamento virapark guarulhos","0","47","0.00","7.30"
"estacionamento vitoria","0","2","0.00","20.50"
"estacionamento vitoria aeroporto","0","6","0.00","7.00"
"estacionamento vitória airport","0","3","0.00","5.00"
"estacionamento vix","0","3","0.00","7.00"
"estacionamento vix aeroporto","0","1","0.00","2.00"
"estacionamento voluntarios da patria","0","10","0.00","18.10"
"estacionamento washington luiz","0","1","0.00","1.00"
"estacionamento west plaza","0","1","0.00","1.00"
"estacionamento yellow","0","12","0.00","13.83"
"estacionamento yellow guarulhos","0","118","0.00","23.57"
"estacionamento yellow park","0","62","0.00","12.73"
"estacionamento yellow park e wash","0","12","0.00","29.33"
"estacionamento yellow park guarulhos","0","35","0.00","11.29"
"estacionamento yellow park viracopos","0","42","0.00","10.10"
"estacionamento yellow viracopos","0","206","0.00","9.98"
"estacionamento zacarias","0","1","0.00","31.00"
"estacionamento é pago","0","1","0.00","2.00"
"estacionamento+aeroporto+guarulhos","0","11","0.00","58.91"
"estacionamento.","0","1","0.00","11.00"
"estacionamento.aeroporto confins","0","9","0.00","20.22"
"estacionamento.aeroporto congonhas","0","8","0.00","5.00"
"estacionamento.aeroporto curitiba","0","150","0.00","11.05"
"estacionamento.aeroporto guarulhos","0","100","0.00","35.33"
"estacionamento.aeroporto recife","0","11","0.00","5.18"
"estacionamento.aeroporto viracopos","0","19","0.00","5.58"
"estacionamento.aeroporto.guarulhos","0","38","0.00","56.21"
"estacionamento.confins","0","31","0.00","38.29"
"estacionamento.galeao","0","19","0.00","11.47"
"estacionamento.gru","0","29","0.00","39.24"
"estacionamento.guarulhos","0","45","0.00","61.96"
"estacionamento.perto de mim","0","4","0.00","8.75"
"estacionamento.proximo","0","5","0.00","11.80"
"estacionamento.proximo a mim","0","1","0.00","8.00"
"estacionamentos","0","32","0.00","8.41"
"estacionamentos 24 horas perto de mim","0","1","0.00","21.00"
"estacionamentos 24h","0","18","0.00","55.28"
"estacionamentos aeroporto brasilia","0","1","0.00","31.00"
"estacionamentos aeroporto campinas","0","16","0.00","3.50"
"estacionamentos aeroporto congonhas","0","212","0.00","26.65"
"estacionamentos aeroporto de confins","0","5","0.00","7.20"
"estacionamentos aeroporto de congonhas","0","39","0.00","21.26"
"estacionamentos aeroporto de guarulhos","0","236","0.00","53.37"
"estacionamentos aeroporto florianópolis","0","14","0.00","22.07"
"estacionamentos aeroporto guarulhos preços","0","44","0.00","47.36"
"estacionamentos aeroporto lisboa","0","5","0.00","50.80"
"estacionamentos aeroporto salgado filho","0","20","0.00","11.95"
"estacionamentos aeroporto salvador","0","5","0.00","10.40"
"estacionamentos aeroporto viracopos campinas","0","1","0.00","11.00"
"estacionamentos alternativos","0","1","0.00","4.00"
"estacionamentos autodromo interlagos","0","1","0.00","1.00"
"estacionamentos avenida paulista","0","1","0.00","31.00"
"estacionamentos campinas","0","156","0.00","39.38"
"estacionamentos centro","0","1","0.00","8.00"
"estacionamentos com seguro de veículo próximos ao aeroporto de viracopos em campinas","0","3","0.00","5.67"
"estacionamentos confins aeroporto","0","25","0.00","50.80"
"estacionamentos congonhas","0","80","0.00","19.18"
"estacionamentos congonhas aeroporto","0","1","0.00","1.00"
"estacionamentos curitiba","0","15","0.00","41.67"
"estacionamentos de carros em campinas","0","4","0.00","84.25"
"estacionamentos em campinas","0","62","0.00","23.65"
"estacionamentos em confins","0","41","0.00","13.88"
"estacionamentos em congonhas","0","80","0.00","18.50"
"estacionamentos em congonhas aeroporto","0","1","0.00","1.00"
"estacionamentos em guarulhos","0","193","0.00","46.66"
"estacionamentos em guarulhos aeroporto","0","29","0.00","44.17"
"estacionamentos em guarulhos perto do aeroporto","0","3","0.00","39.67"
"estacionamentos em guarulhos proximo ao aeroporto","0","156","0.00","51.91"
"estacionamentos em lisboa","0","1","0.00","9.00"
"estacionamentos em londrina","0","3","0.00","74.00"
"estacionamentos em são josé do rio pardo","0","3","0.00","63.67"
"estacionamentos em viracopos campinas","0","46","0.00","3.89"
"estacionamentos gru","0","92","0.00","60.45"
"estacionamentos guarulhos","0","322","0.00","56.03"
"estacionamentos guarulhos aeroporto","0","93","0.00","54.20"
"estacionamentos indigo","0","12","0.00","39.75"
"estacionamentos interlagos","0","1","0.00","2.00"
"estacionamentos lisboa","0","1","0.00","12.00"
"estacionamentos mais próximos","0","150","0.00","64.77"
"estacionamentos no aeroporto de confins","0","4","0.00","6.50"
"estacionamentos no aeroporto de congonhas","0","66","0.00","27.05"
"estacionamentos no aeroporto de viracopos","0","68","0.00","3.76"
"estacionamentos no porto de santos","0","3","0.00","1.00"
"estacionamentos perto","0","2","0.00","12.00"
"estacionamentos perto aeroporto guarulhos","0","40","0.00","45.00"
"estacionamentos perto de confins","0","10","0.00","12.10"
"estacionamentos perto de congonhas","0","55","0.00","22.33"
"estacionamentos perto de mim dentro de 400 m","0","1","0.00","9.00"
"estacionamentos perto do aeroporto de confins","0","237","0.00","23.63"
"estacionamentos perto do aeroporto salgado filho","0","2","0.00","11.50"
"estacionamentos por perto","0","2","0.00","6.00"
"estacionamentos porto de santos","0","1","0.00","1.00"
"estacionamentos privados","0","1","0.00","10.00"
"estacionamentos proximo aeroporto guarulhos","0","155","0.00","56.80"
"estacionamentos proximo ao aeroporto afonso pena","0","3","0.00","11.67"
"estacionamentos proximo ao aeroporto de curitiba","0","24","0.00","8.08"
"estacionamentos proximos","0","38","0.00","16.42"
"estacionamentos proximos a mim","0","2","0.00","6.00"
"estacionamentos proximos a viracopos","0","27","0.00","8.22"
"estacionamentos proximos ao aeroporto confins","0","15","0.00","7.67"
"estacionamentos proximos ao aeroporto de confins","0","120","0.00","36.57"
"estacionamentos proximos ao aeroporto de congonhas","0","4","0.00","11.25"
"estacionamentos proximos ao aeroporto de guarulhos","0","29","0.00","36.34"
"estacionamentos proximos ao aeroporto de salvador","0","7","0.00","8.00"
"estacionamentos proximos ao aeroporto viracopos","0","8","0.00","3.63"
"estacionamentos próximo","0","5","0.00","30.60"
"estacionamentos próximo a mim","0","1","0.00","9.00"
"estacionamentos próximo aeroporto de confins","0","17","0.00","10.82"
"estacionamentos próximo ao aeroporto de confins","0","63","0.00","7.30"
"estacionamentos próximo ao aeroporto de congonhas","0","34","0.00","11.29"
"estacionamentos próximo ao aeroporto de guarulhos","0","108","0.00","38.91"
"estacionamentos próximos","0","175","0.00","32.83"
"estacionamentos próximos a mim","0","5","0.00","25.60"
"estacionamentos próximos ao aeroporto de florianópolis","0","4","0.00","6.00"
"estacionamentos próximos ao aeroporto de guarulhos","0","821","0.00","29.51"
"estacionamentos próximos de mim","0","1","0.00","56.00"
"estacionamentos rio de janeiro","0","1","0.00","7.00"
"estacionamiento aeropuerto foz","0","2","0.00","69.00"
"estacionamiento anticipado","0","1","0.00","11.00"
"estacionamiento cerca de mi","0","2","0.00","7.50"
"estacionamiento cerca del centro histórico","0","1","0.00","11.00"
"estacionamiento en rio de janeiro","0","1","0.00","55.00"
"estacionamneto aeroporto","0","13","0.00","9.46"
"estacionamneto confins","0","2","0.00","33.50"
"estacionamneto perto de mim","0","2","0.00","11.50"
"estacionamnto","0","1","0.00","4.00"
"estacionamwnro","0","1","0.00","11.00"
"estacionamwnto aeroporto","0","1","0.00","11.00"
"estacionar","0","1","0.00","1.00"
"estacionar aeroporto","0","31","0.00","45.87"
"estacionar aeroporto confins","0","11","0.00","1.09"
"estacionar aeroporto congonhas","0","343","0.00","33.09"
"estacionar aeroporto curitiba","0","48","0.00","9.96"
"estacionar aeroporto de lisboa","0","6","0.00","56.17"
"estacionar aeroporto faro","0","94","0.00","54.30"
"estacionar aeroporto guarulhos","0","207","0.00","59.40"
"estacionar aeroporto lisboa","0","196","0.00","51.78"
"estacionar aeroporto viracopos","0","5","0.00","3.20"
"estacionar aeropuerto","0","1","0.00","6.00"
"estacionar carro aeroporto lisboa","0","138","0.00","60.80"
"estacionar congonhas","0","256","0.00","46.66"
"estacionar em guarulhos","0","9","0.00","41.11"
"estacionar em viracopos","0","3","0.00","1.33"
"estacionar guarulhos","0","30","0.00","65.43"
"estacionar no aeroporto de congonhas","0","4","0.00","1.00"
"estacionar no aeroporto de lisboa","0","144","0.00","56.31"
"estacionar no aeroporto lisboa","0","2","0.00","50.50"
"estacionar no aeroporto salgado filho","0","9","0.00","10.00"
"estacionar no porto","0","1","0.00","78.00"
"estacionar viracopos","0","337","0.00","39.82"
"estacione aeroporto guarulhos","0","294","0.00","61.74"
"estacione e voe guarulhos","0","82","0.00","58.55"
"estacione guarulhos","0","7","0.00","46.29"
"estacione tietê","0","73","0.00","18.45"
"estacionmento","0","2","0.00","3.50"
"estacuonamento","0","1","0.00","1.00"
"estamos de carro alugado","0","1","0.00","1.00"
"estapar","0","21","0.00","10.48"
"estapar aeroporto","0","24","0.00","14.42"
"estapar aeroporto brasilia","0","32","0.00","38.97"
"estapar aeroporto brasília","0","105","0.00","37.38"
"estapar aeroporto campinas","0","2","0.00","1.00"
"estapar aeroporto confins","0","151","0.00","36.91"
"estapar aeroporto congonhas","0","40","0.00","49.02"
"estapar aeroporto curitiba telefone","0","8","0.00","12.63"
"estapar aeroporto de brasilia","0","79","0.00","42.84"
"estapar aeroporto de confins","0","4","0.00","9.25"
"estapar aeroporto de congonhas","0","2","0.00","4.00"
"estapar aeroporto de guarulhos","0","2","0.00","60.00"
"estapar aeroporto de viracopos (vcp) fotos","0","11","0.00","3.18"
"estapar aeroporto galeao","0","48","0.00","10.38"
"estapar aeroporto guarulhos","0","105","0.00","45.46"
"estapar aeroporto joao pessoa","0","5","0.00","11.60"
"estapar aeroporto joão pessoa","0","24","0.00","19.00"
"estapar aeroporto lagoa santa","0","7","0.00","1.29"
"estapar aeroporto maceio","0","157","0.00","18.56"
"estapar aeroporto porto alegre","0","74","0.00","51.27"
"estapar aeroporto recife","0","216","0.00","22.67"
"estapar aeroporto recife telefone","0","3","0.00","12.00"
"estapar aeroporto salgado filho","0","101","0.00","37.48"
"estapar aeroporto santos dumont","0","1","0.00","28.00"
"estapar aeroporto viracopos","0","18","0.00","8.50"
"estapar aeroporto vitoria","0","9","0.00","1.00"
"estapar afonso pena","0","1277","0.00","12.08"
"estapar brasilia","0","6","0.00","60.17"
"estapar campinas","0","6","0.00","42.67"
"estapar campinas viracopos","0","10","0.00","11.60"
"estapar cgh","0","12","0.00","48.50"
"estapar confins","0","457","0.00","22.69"
"estapar confins endereço","0","7","0.00","8.00"
"estapar confins estacionamento","0","1","0.00","11.00"
"estapar confins telefone","0","25","0.00","29.44"
"estapar congonhas preço","0","25","0.00","43.80"
"estapar congonhas tabela de preços","0","1","0.00","27.00"
"estapar congonhas valor","0","11","0.00","58.73"
"estapar curitiba","0","27","0.00","30.19"
"estapar economico viracopos","0","3","0.00","17.33"
"estapar edificio garagem viracopos","0","3","0.00","17.67"
"estapar estacionamento","0","3","0.00","12.33"
"estapar estacionamento aeroporto","0","4","0.00","19.75"
"estapar estacionamento aeroporto confins","0","21","0.00","34.05"
"estapar estacionamento aeroporto de congonhas","0","9","0.00","61.11"
"estapar estacionamento aeroporto porto alegre","0","1","0.00","70.00"
"estapar estacionamento campinas","0","2","0.00","24.50"
"estapar estacionamento confins","0","48","0.00","32.58"
"estapar estacionamento congonhas","0","7","0.00","46.86"
"estapar estacionamento galeao","0","16","0.00","8.94"
"estapar estacionamento guarulhos","0","1","0.00","3.00"
"estapar estacionamento joão pessoa","0","1","0.00","27.00"
"estapar estacionamento navegantes","0","2","0.00","5.00"
"estapar estacionamento valor","0","4","0.00","9.00"
"estapar estacionamento viracopos","0","40","0.00","46.88"
"estapar estacionamentos - edifício-garagem - terminal 2 galeão","0","13","0.00","5.46"
"estapar estacionamentos aeroporto confins","0","14","0.00","16.21"
"estapar estacionamentos aeroporto de congonhas (cgh)","0","43","0.00","43.30"
"estapar estacionamentos aeroporto de congonhas (cgh) fotos","0","7","0.00","5.00"
"estapar estacionamentos aeroporto de congonhas cgh","0","1","0.00","30.00"
